Primary_Key,School.Number,School.Year,School.Name,Official.School.Name,LEA.Number,LEA.Name,Name.Prefix.Description,Principal.First.Name,Principal.Middle.Name,Principal.Last.Name,Principal.Name.Suffix,Principal.Email,Address.Line1,Address.Line2,City,State,Zip.Code.5,Zip.Code.4,Address,Phone.Office.Area,Phone.Office.Exch,Phone.Office.Line,Phone.Fax.Area,Phone.Fax.Exch,Phone.Fax.Line,Phone,Mailing.Address.Line1,Mailing.Address.Line2,Mailing.City,Mailing.State,Mailing.Zip.Code.5,Mailing.Zip.Code.4,URL.School.Address,Sch.Operational.Status,Sch.Operational.Status.Desc,Opening.Effective.Date,Closing.Date,School.Type,School.Type.Desc,School.Program.Type,School.Program.Type.Desc,Grade.Level.Current,Grade.Level.Approved,Grade.Level.First.Year,Title.I,School.Calendar.Type,School.Calendar.Description,Extended.Hours,School.Schedule.Type,School.Schedule.Type.Desc,School.Designation.Type,School.Designation.Desc,Virtual.Status,SBE.Region,SBE.Region.Names,Accreditation.Status,Accreditation.Status.Desc,Federal.School.Number,College.Board.Number,School.Membership,School.Year.For.Sch.Membership,School.Teacher.Count,School.Year.For.Teachers,Cooperative.Innovative.HS,Cooperative.MMYYYY.SBE.Approve,First.Yr.Est.ADM,First.Yr.Est.Paid.Teacher.FTE,Newly.Constructed.Facility,Occupancy.Date,What.Facility.Will.Sch.Occupy,Share.Space,Share.Space.Describe,New.Sch.Population.From,List.Of.Closing.Schools,County.Code,County.Description,Opening.In.School.Year,Locale.Type,Locale.Type.Desc,School.Closings.,School.Systartstatus,Record.Created.Timestamp,Record.Created.By,Last.Changed.Timestamp,Last.Changed.By,latitude,longitude
9205462025,920546,2025,Rolesville High,Rolesville High School,920,Wake County Schools,Mr,Phelan,-,Perry,Phelan Perry,pperry@wcpss.net,1099 East Young St,-,Rolesville,NC,27571,-,"1099 East Young St Rolesville , NC 27571",919,554,6303,919,589,6471,919 554-6303,-,-,-,-,-,-,http://www.wcpss.net/rolesvillehs,1,Open,1-Jul-13,-,R,Regular School,N,None,09:10:11:12:XG,09:10:11:12,9:10,-,T,Traditional,-,B,Block,P,Public,NOTVIRTUAL,3,North Central,SA,SACS,3.70E+11,343394,-,-,-,-,N,-,800,30,Y,1-Jan-13,-,N,-,School 920702 - East Wake School of Arts Education and G :School 920703 - East Wake School of Engineering :School 920700 - East Wake School of Health Science :School 920701 - East Wake School of Integrated Technolog :School 920445 - Heritage High :School 920466 - Knightdale High :School 920588 - Wake Forest-Rolesville High,-,92,Wake,2013,11,"City, Large",N,-,10-15-2012 08:28AM,deborah_comer,07-21-2020 02:56PM,jan_macpherson,35.9065382,-78.4425698
9205492025,920549,2025,River Bend Middle,River Bend Middle School,920,Wake County Schools,Ms,Michelle,-,Bell,Michelle Bell,mkbell@wcpss.net,5601 Wallace Martin Way,-,Raleigh,NC,27616,-,"5601 Wallace Martin Way Raleigh, NC 27616",919,694,8690,919,704,2073,919 694-8690,-,-,-,-,-,-,http://www.wcpss.net/riverbendms,1,Open,1-Jul-17,-,R,Regular School,N,None,6:07:08,6:07:08,6:07:08,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,3,North Central,-,-,3.70E+11,-,-,-,-,-,N,-,600,24,Y,1-Aug-17,-,N,-,School 920399 - Durant Road Middle :School 920408 - East Millbrook Middle :School 920410 - East Wake Middle :School 920545 - Rolesville Middle :School 920601 - Wendell Middle :School 920636 - Zebulon Middle,-,92,Wake,2018,11,"City, Large",N,-,10-21-2016 05:26PM,sloeffler,07-21-2020 02:55PM,jan_macpherson,35.8598022,-78.5321675
9205522025,920552,2025,Sanderson High,Sanderson High,920,Wake County Schools,Ms,Tara,-,Drouhard,Tara Drouhard,tdrouhard@wcpss.net,5500 Dixon Drive,-,Raleigh,NC,27609,4202,"5500 Dixon Drive Raleigh, NC 27609",919,881,4800,919,670,4437,919 881-4800,-,-,-,-,-,-,http://sandersonhs.wcpss.net/,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12:XG,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,3,North Central,SA,SACS,3.70E+11,343213,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,Wake,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,07-21-2020 02:59PM,jan_macpherson,35.857615,-78.649237
9205862025,920586,2025,Wake Young Women's Leadership Academy,Wake Young Women's Leadership Academy,920,Wake County Schools,Ms,Mariah,-,Walker,Mariah Walker,mwalker4@wcpss.net,301 Ashe Avenue,Governor Morehead,Raleigh,NC,27606,-,"301 Ashe Avenue Raleigh, NC 27606",919,508,9088,919,704,2309,919 508-9088,-,-,-,-,-,-,http://www.wcpss.net/wywla,1,Open,1-Jul-12,-,R,Regular School,E,Early College,06:07:08:09:10:11:12:13,06:07:08:09:10:11:12:13,6:07:09,-,M,Modified,-,-,-,P,Public,NOTVIRTUAL,3,North Central,SA,SACS,3.70E+11,343229,-,-,-,-,Y,12012,150,7,N,-,Will be on William Peace University campus,Y,On Peace Campus,All,-,92,Wake,2012,11,"City, Large",N,-,11-09-2011 04:25PM,deborah_comer,07-21-2020 03:19PM,jan_macpherson,35.779352,-78.661727
9205992025,920599,2025,Walnut Creek Elementary,Walnut Creek Elementary School,920,Wake County Schools,Mr,Jesse,-,Gore,Jesse Gore,jgore@wcpss.net,2600 Sunnybrook Rd,-,Raleigh,NC,27610,-,"2600 Sunnybrook Rd Raleigh, NC 27610",919,857,9500,919,670,4204,919 857-9500,-,-,-,-,-,-,http://walnutcreekes.wcpss.net,1,Open,1-Jul-11,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,P2:P3:PK:KG:01:02:03:04:05,KG:01:02:03:04:05,-,Y,Year Round,-,-,-,P,Public,NOTVIRTUAL,3,North Central,-,-,3.70E+11,-,-,-,-,-,N,-,686,36,Y,1-Jul-11,-,N,-,"Timber Dr ES, Aversboro ES, Barwell ES, Hodge Rd ES, and East Garner ES",-,92,Wake,2012,11,"City, Large",N,-,09-01-2010 10:55AM,deborah_comer,07-21-2020 03:11PM,jan_macpherson,35.7814882,-78.583434
9206232025,920623,2025,Woods Creek Elementary,Woods Creek Elementary,920,Wake County Schools,Mr,Jonathan,-,Hegedus,Jonathan Hegedus,jhegedus@wcpss.net,7451 Woods Creek Rd,-,Holly Springs,NC,27539,-,"7451 Woods Creek Rd Holly Springs, NC 27539",919,694,8422,-,-,-,919 694-8422,-,-,-,-,-,-,-,3,New,1-Jul-24,-,R,Regular School,N,None,PK:KG:01:02:03:04:05,PK:KG:01:02:03:04:05,PK:KG:01:02:03:04:05,-,Y,Year Round,-,Q,Quarterly,P,Public,NOTVIRTUAL,3,North Central,-,-,3.70E+11,-,-,-,-,-,N,-,550,29,Y,1-Jul-24,-,N,-,School 920308 - Apex Elementary :School 920447 - Holly Springs Elementary :School 920521 - Oakview Elementary,-,92,Wake,2025,-,-,N,-,10-31-2023 01:20PM,npritchett,07-10-2024 03:58PM,sandra_hunnicutt,35.6790066,-78.867212
9206252025,920625,2025,Willow Spring High,Willow Spring High School,920,Wake County Schools,-,Wade,-,Martin,Wade Martin,wmartin@wcpss.net,1704 Old Honeycutt Rd,-,Fuquay Varina,NC,27526,-,"1704 Old Honeycutt Rd Fuquay Varina, NC 27526",919,694,8030,-,-,-,919 694-8030,-,-,-,-,-,-,-,1,Open,1-Jul-21,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,9:10,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,3,North Central,SA,SACS,3.70E+11,340157,-,-,-,-,N,-,896,32,Y,24-Aug-21,-,N,-,School 920428 - Fuquay-Varina High :School 920495 - Middle Creek High,-,92,Wake,2022,11,"City, Large",N,-,10-27-2020 10:01AM,stacy_symes,07-15-2024 03:12PM,drew_cook,35.5748826,-78.7372399
92G0002025,92G000,2025,East Wake Academy,East Wake Academy,92G,East Wake Academy,-,Anthony,-,Pirrello,Anthony Pirrello,apirrello@eastwakeacademy.org,821 Charter School Way,-,Zebulon,NC,27597,-,"821 Charter School Way Zebulon, NC 27597",919,404,444,919,823,4040,919 404-444,-,-,-,-,-,-,http://www.eastwakeacademy.org/,1,Open,30-Jun-98,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,-,-,Y,Year Round,-,S,Semester,C,Charter,NOTVIRTUAL,3,North Central,ST,State,3.70E+11,344529,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,Wake,-,31,"Town, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-14-2021 03:17PM,stephen_gay1,35.8319452,-78.30660709
92Y0002025,92Y000,2025,Envision Science Academy,Envision Science Academy,92Y,Envision Science Academy,Dr,Charles,-,Fuller,Charles Fuller,cfuller@envisionscienceacademy.com,590 Traditions Grande Blvd,-,Wake Forest,NC,27587,-,"590 Traditions Grande Blvd Wake Forest, NC 27587",919,435,4002,919,307,4308,919 435-4002,-,-,-,-,-,-,http://www.envisionscienceacademy.com,1,Open,1-Jul-14,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06,-,T,Traditional,-,Q,Quarterly,C,Charter,NOTVIRTUAL,3,North Central,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,Wake,2015,11,"City, Large",-,-,01-15-2014 12:00AM,nicola_lefler,02-20-2017 09:58AM,nicola_lefler,35.9697831,-78.4919295
93Y0002025,93Y000,2025,The Math and Science Academy of Apex,The Math and Science Academy of Apex,93Y,The Math and Science Academy of Apex,-,Adam,-,Alden,Adam Alden,aalden@tmsaapex.org,3501 Dropseed Dr.,-,Apex,NC,27502,-,"3501 Dropseed Dr. Apex, NC 27502",919,335,262,919,800,3533,919 335-262,-,-,-,-,-,-,https://tmsaapex.org/,1,Open,1-Jul-22,-,R,Regular School,N,None,KG:01:02:03:04:05:06,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05,-,T,Traditional,-,S,Semester,C,Charter,NOTVIRTUAL,3,North Central,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,Wake,2023,11,"City, Large",-,-,08-30-2021 11:13AM,nicola_lefler,10-19-2023 01:50PM,hazel_yuvienco1,35.7401597,-78.9439217
9403302025,940330,2025,Washington Early College High,Washington Co Early College High School,940,Washington County Schools,Ms,Victoria,-,Fields,Victoria Fields,vfields@wcsnc.org,115 Middle Street,-,Creswell,NC,27928,-,"115 Middle Street Creswell, NC 27928",252,797,4766,-,-,-,252 797-4766,P.O.. Box 97,-,Creswell,NC,27928,-,www.wcsnc.org,1,Open,1-Jul-17,-,R,Regular School,C,Cooperative Innovative High School,09:10:11:12:13,09:10:11:12:13,9:10,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,1,Northeast,-,-,3.70E+11,340056,-,-,-,-,Y,12017,45,5,N,-,Washington County Center / Beaufort County Community College,N,-,School 940316 - Plymouth High :School 940308 - Creswell High,-,94,Washington,2018,41,"Rural, Fringe",N,-,05-24-2017 12:55PM,diane_white,05-30-2024 11:14AM,crushinda_pettiford,35.86882525,-76.39581559
96G0002025,96G000,2025,Wayne STEM Academy,Wayne STEM Academy,96G,Wayne STEM Academy,Dr,Todd,-,Forgette,Todd Forgette,todd.forgette@waynestem.org,2950 Summit Road,-,Goldsboro,NC,27534,-,"2950 Summit Road Goldsboro, NC 27534",984,520,6341,-,-,-,984 520-6341,-,-,-,-,-,-,https://www.waynestem.org/,1,Open,1-Jul-23,-,R,Regular School,N,None,KG:01:02:03:04,KG:01:02:03:04:05,KG:01:02:03,-,T,Traditional,-,Q,Quarterly,C,Charter,NOTVIRTUAL,2,Southeast,-,-,3.71E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,Wayne,2024,41,"Rural, Fringe",-,-,01-24-2023 01:43PM,nicola_lefler,07-05-2024 02:53PM,todd_forgette,35.3763484,-77.9374779
9703222025,970322,2025,East Wilkes Middle School,East Wilkes Middle School,970,Wilkes County Schools,Mr,Jason,-,Llewellyn,Jason Llewellyn,llewellynja@wilkes.k12.nc.us,2202 Macedonia Church Road,-,Ronda,NC,28670,-,"2202 Macedonia Church Road Ronda, NC 28670",336,651,4300,336,566,4007,336 651-4300,-,-,-,-,-,-,http://ewms.wilkescountyschools.org/,1,Open,30-Jun-02,-,R,Regular School,N,None,6:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,7,Northwest,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,Wilkes,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,11-20-2019 09:15AM,jeffrey_johnson,36.2466834,-80.93304035
9803202025,980320,2025,Frederick Douglass Elementary,Frederick Douglass Elementary,980,Wilson County Schools,Mrs,Casey,-,Wester,Casey Wester,casey.wester@wilsonschoolsnc.net,1301 Corbett Ave,-,Wilson,NC,27893,-,"1301 Corbett Ave Wilson, NC 27893",252,236,4574,252,236,3666,252 236-4574,-,-,-,-,-,-,https://douglass.wilsonschoolsnc.net/,1,Open,30-Jun-90,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,3,North Central,SA,SACS,3.71E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,Wilson,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,02-20-2024 02:25PM,scott_sage,35.743124,-77.910385
9803562025,980356,2025,Margaret Hearne Elementary,Margaret Hearne Elementary,980,Wilson County Schools,Mr,Byron,-,Bullock,Byron Bullock,byron.bullock@wilsonschoolsnc.net,300 W Gold St,-,Wilson,NC,27893,3216,"300 W Gold St Wilson, NC 27893",252,399,7925,252,399,7896,252 399-7925,-,-,-,-,-,-,https://hearne.wilsonschoolsnc.net/,1,Open,30-Jun-90,-,R,Regular School,N,None,P3:PK:KG:01:02:03:04:05,P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,3,North Central,SA,SACS,3.71E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,Wilson,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,03-22-2023 02:52PM,scott_sage,35.726828,-77.902227
9903242025,990324,2025,Jonesville Elementary,Jonesville Elementary,990,Yadkin County Schools,Mrs,Ida,-,Weisner,Ida Weisner,ida.weisner@yadkin.k12.nc.us,101 Cedarbrook Rd,-,Jonesville,NC,28642,2405,"101 Cedarbrook Rd Jonesville, NC 28642",336,551,1148,336,835,1882,336 551-1148,-,-,-,-,-,-,-,1,Open,30-Jun-90,-,R,Regular School,N,None,PK:KG:01:02:03:04:05,P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,5,Piedmont Triad,SA,SACS,3.71E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,Yadkin,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,10-05-2023 02:30PM,tammy_miller,36.23264,-80.8442876
9953302025,995330,2025,Mountain Heritage High,Mountain Heritage High,995,Yancey County Schools,Mr,Daron,-,Williams,Daron  Williams,daron.williams@yanceync.net,333 Mtn Heritage HS Road,-,Burnsville,NC,28714,-,"333 Mtn Heritage HS Road Burnsville, NC 28714",828,682,6103,828,682,4287,828 682-6103,PO Box 70,-,Burnsville,NC,28714,70,http://www.mhhs.yanceync.net/,1,Open,30-Jun-90,-,R,Regular School,N,None,P1:P2:P3:PK:09:10:11:12:XG,P1:P2:P3:PK:XG,-,-,T,Traditional,1,S,Semester,P,Public,NOTVIRTUAL,7,Northwest,SA,SACS,3.71E+11,340525,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,Yancey,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-08-2020 12:31PM,stacey_mcentyre,35.9087927,-82.33225842
9967362025,996736,2025,Granville Correctional Institution,Granville Correctional Institution,996,DAC Education Services (fka Div Prisons),Ms,Candice,-,Hinton,Candice Hinton,candice.hinton@dac.nc.gov,1001 Veazey Rd,-,Butner,NC,27509,-,"1001 Veazey Rd Butner, NC 27509",919,764,8565,-,-,-,919 764-8565,PO Box 2500,-,Butner,NC,27509,-,http://www.doc.state.nc.us/dop/prisons/polk.htm,1,Open,1-Jul-00,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,-,-,T,Traditional,-,S,Semester,O,Other,NOTVIRTUAL,3,North Central,-,-,3.70E+11,343232,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,Granville,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,12-20-2023 11:42AM,slwhite,36.13569865,-78.78556667
1603142025,160314,2025,Croatan High,Croatan High School,160,Carteret County Public Schools,Mr,Chris,-,Davis,Chris Davis,christopher.davis@carteretk12.org,1 Cougar Ln,-,Newport,NC,28570,5560,"1 Cougar Ln Newport, NC 28570",252,393,7022,252,393,1223,252 393-7022,-,-,-,-,-,-,https://chs.carteretcountyschools.org/,1,Open,30-Jun-98,-,R,Regular School,N,None,09:10:11:12:XG,09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,2,Southeast,SA,SACS,3.70E+11,342892,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,Carteret,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,03-26-2024 08:50AM,crystal_bailey1,34.716125,-76.950467
2003122025,200312,2025,Hiwassee Dam Middle,Hiwassee Dam Middle,200,Cherokee County Schools,Mr,CJ,-,Rummler,CJ Rummler,cj.rummler@cherokee.k12.nc.us,337 Blue Eagle Circle,-,Murphy,NC,28906,9804,"337 Blue Eagle Circle Murphy, NC 28906",828,644,5115,828,644,9463,828 644-5115,-,-,-,-,-,-,http://www.cherokee.k12.nc.us/hdse/,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,8,Western,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,Cherokee,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,07-01-2024 08:52AM,greg_chapman,35.1045347,-84.2224366
2003222025,200322,2025,The Oaks Academy,The Oaks Academy,200,Cherokee County Schools,-,Jason,-,Forrister,Jason Forrister,jason.forrister@cherokee.k12.nc.us,The Oaks Academy,4700 East US 64 Alternate,Murphy,NC,28906,-,"The Oaks Academy Murphy, NC 28906",828,837,6775,828,835,2362,828 837-6775,-,-,-,-,-,-,https://toa.cherokee.k12.nc.us/,1,Open,30-Jun-97,-,A,Alternative Education,N,None,06:07:08:09:10:11:12,06:07:08:09:10:11:12,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,8,Western,-,-,3.70E+11,342824,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,Cherokee,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,05-01-2024 10:53AM,greg_chapman,35.065158,-83.968072
2003502025,200350,2025,Tri-County Early College High,Tri-County Early College High,200,Cherokee County Schools,-,Jason,-,Forrister,Jason Forrister,jason.forrister@cherokee.k12.nc.us,Tri-County Early College High,4700 East US 64 Alternate,Murphy,NC,28906,-,"Tri-County Early College High Murphy, NC 28906",828,837,6775,828,835,2362,828 837-6775,-,-,-,-,-,-,https://tcec.cherokee.k12.nc.us/,1,Open,2-Jul-06,-,R,Regular School,E,Early College,09:10:11:12:13,09:10:11:12:13,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,8,Western,-,-,3.70E+11,342826,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,20,Cherokee,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,07-23-2024 02:34PM,isaac_lake,35.068065,-83.966437
2692022025,269202,2025,Albritton Middle,Albritton Middle School,269,Fort Bragg,-,Pat,-,Schob,Pat Schob,Principal.Albritton.JH@am.dodea.edu,Normandy Dr Bldg 4-3331,-,Fort Bragg,NC,28307,-,"Normandy Dr Bldg 4-3331 Fort Bragg, NC 28307",910,907,201,910,432,4072,910 907-201,PO Box 70089,-,Fort Bragg,NC,28307,89,http://www.am.dodea.edu/bragg/albritton/,1,Open,1-Jul-90,-,R,Regular School,N,None,6:07:08,-,-,-,T,Traditional,-,S,Semester,F,Federal,NOTVIRTUAL,4,Sandhills,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,Cumberland,-,21,"Suburb, Large",-,1,04-23-2010 02:49PM,EDDIE,10-04-2012 02:03PM,nicola_lefler,35.141521,-79.003875
32N0002025,32N000,2025,Research Triangle High School,Research Triangle High School,32N,Research Triangle High School,-,Akiba,-,Griffin,Akiba Griffin,agriffin@rthighschool.org,3106 East NC Highway 54,-,Durham,NC,27709,-,"3106 East NC Highway 54 Durham, NC 27709",919,998,6757,919,998,3402,919 998-6757,PO Box 13453,-,Research Triangle Pk,NC,27709,-,http://www.researchtrianglehighschool.org,1,Open,1-Jul-12,-,R,Regular School,N,None,09:10:11:12,09:10:11:12,9,-,T,Traditional,-,S,Semester,C,Charter,SUPPVIRTUAL,3,North Central,ST,State,3.70E+11,343289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,Durham,2013,12,"City, Midsize",-,-,05-10-2012 12:19PM,nicola_lefler,11-30-2020 03:12PM,eric_grunden,35.895612,-78.874186
4703302025,470330,2025,Hawk Eye Elementary,Hawk Eye Elementary,470,Hoke County Schools,Ms,Heather,-,Brower,Heather Brower,hbrower@hcs.k12.nc.us,4321 Old Maxton Road,-,Red Springs,NC,28377,9629,"4321 Old Maxton Road Red Springs, NC 28377",910,875,2470,910,875,1702,910 875-2470,-,-,-,-,-,-,http://www.hcs.k12.nc.us/hees/default.htm,1,Open,30-Jun-90,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,4,Sandhills,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,Hoke,-,31,"Town, Fringe",-,1,04-23-2010 02:49PM,EDDIE,03-01-2023 11:21AM,melissa_davis,34.9140723,-79.26418647
4903182025,490318,2025,Coddle Creek Elementary,Coddle Creek Elementary School,490,Iredell-Statesville Schools,-,Kristie,-,Land,Kristie Land,kristie_land@iss.k12.nc.us,141 Frank's Crossing Loop,-,Mooresville,NC,28115,-,"141 Frank's Crossing Loop Mooresville, NC 28115",704,439,1550,704,439,1554,704 439-1550,-,-,-,-,-,-,http://www.iss.k12.nc.us/coddlecreek,1,Open,1-Jul-09,-,R,Regular School,N,None,PK:KG:01:02:03:04:05,PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,Iredell,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,10-22-2020 01:33PM,laura_elliott,35.517306,-80.812215
7403092025,740309,2025,Ayden-Grifton High,Ayden-Grifton High School,740,Pitt County Schools,Mrs,Amanda,-,Hyatt,Amanda Hyatt,hyattam@pitt.k12.nc.us,7653 NC 11 South,-,Ayden,NC,28513,-,"7653 NC 11 South Ayden, NC 28513",252,746,4183,252,746,2120,252 746-4183,-,-,-,-,-,-,http://www.pitt.k12.nc.us,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12:XG,09:10:11:12:XG,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,1,Northeast,SA,SACS,3.70E+11,340195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,Pitt,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-17-2022 03:39PM,carol_rankin,35.430296,-77.430924
7503142025,750314,2025,Polk Central Elementary School,Polk Central Elementary School,750,Polk County Schools,Dr,Kim,-,McMinn,Kim McMinn,kmcminn@polkschools.org,2141 South NC9 Hwy,-,Mill Spring,NC,28756,9771,"2141 South NC9 Hwy Mill Spring, NC 28756",828,894,8233,828,894,3916,828 894-8233,-,-,-,-,-,-,http://pcs.polkschools.org,1,Open,30-Jun-92,-,R,Regular School,N,None,P0:P1:P2:P3:PK:KG:01:02:03:04:05,P0:P1:P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,8,Western,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,Polk,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-24-2019 02:45PM,amanda_ruff,35.287958,-82.126414
7804162025,780416,2025,Union Elementary,Union Elementary,780,Public Schools of Robeson County,Ms,Katrina,-,Locklear,Katrina Locklear,katrina.locklear@robeson.k12.nc.us,2547 NC Hwy 710 South,-,Rowland,NC,28383,9599,"2547 NC Hwy 710 South Rowland, NC 28383",910,521,4272,-,-,-,910 521-4272,-,-,-,-,-,-,http://www.robeson.k12.nc.us/schools.cfm?id=union&schoolid=416,1,Open,30-Jun-90,-,R,Regular School,N,None,PK:KG:01:02:03:04:05:06,PK:KG:01:02:03:04:05:06,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,4,Sandhills,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,Robeson,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-14-2022 07:03AM,pattie_mitchell,34.63581,-79.246678
9503342025,950334,2025,Watauga Virtual Academy,Watauga Virtual Academy,950,Watauga County Schools,-,Ricky,-,Ward,Ricky Ward,wardr@wataugaschools.org,175 Pioneer Trail,-,Boone,NC,28607,-,"175 Pioneer Trail Boone, NC 28607",828,264,7190,-,-,-,828 264-7190,-,-,-,-,-,-,www.wataugaschools.org,1,Open,1-Jul-21,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,-,T,Traditional,-,S,Semester,P,Public,FULLVIRTUAL,7,Northwest,-,-,3.70E+11,-,-,-,-,-,N,-,500,20,N,-,Virtual Instruction,N,-,School 950308 - Bethel Elementary :School 950312 - Blowing Rock Elementary :School 950316 - Cove Creek Elementary :School 950320 - Green Valley Elementary :School 950322 - Hardin Park Elementary :School 950324 - Mabel Elementary :School 950328 - Parkway Elementary :School 950332 - Valle Crucis Elementary,-,95,Watauga,2020,42,"Rural, Distant",N,-,11-23-2020 12:00AM,christy_parker,07-25-2022 02:34PM,christy_parker,36.229913,-81.659363
9972152025,997215,2025,Riverbend School,Riverbend School,997,NC Health and Human Services,Mrs,Veronica,-,Hobbs,Veronica Hobbs,veronica.hobbs@dhhs.nc.gov,Riverbend School,1401 W. Ash Street,Goldsboro,NC,27530,-,"Riverbend School Goldsboro, NC 27530",919,947,8476,919,764,5832,919 947-8476,-,-,-,-,-,-,-,1,Open,11-Apr-96,-,A,Alternative Education,N,None,06:07:08:09:10:11:12,06:07:08:09:10:11:12,-,-,Y,Year Round,-,S,Semester,O,Other,NOTVIRTUAL,2,Southeast,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,Wayne,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-15-2023 11:34AM,nicola_lefler,35.75309,-81.116405
