SchoolName,Street,City,State,Zip,Address,PhysicalAddress,PhysicalCity,PhysicalState,PhysicalZip,Phone,Email,Website,Administrator,latitude,longitude
Woodson Prestige Academy,420 Goldfloss Street,Winston-Salem,NC,27127,"420 Goldfloss Street Winston-Salem, NC 27127",NA,NA,NC,NA,(336) 287-4058,hopkinsr588@gmail.com,NA,Ruth  Hopkins,36.06726197,-80.23163524
Word of Faith Christian Sch.,207 Old Flynn Road,Spindale,NC,28160,"207 Old Flynn Road Spindale, NC 28160",207 Old Flynn Road,Spindale,NC,28160,(828) 286-3772,wfcs@wfcsnc.org,NA,Mrs. Jane  Whaley,35.34091394,-81.92200193
Word of God Christian Academy,3000 Rock Quarry Rd.,Raleigh,NC,27610,"3000 Rock Quarry Rd. Raleigh, NC 27610",3000 Rock Quarry Road,Raleigh,NC,27610,(919) 834-8200,msummerfield@wogca.org,www.wogca.org,Anthony  Brown,35.74733547,-78.59716197
Yadkin Path Montessori,2135 Bringle Ferry Road,Salisbury,NC,28146,"2135 Bringle Ferry Road Salisbury, NC 28146",2135 Bringle Ferry Road,Salisbury,NC,28146,(704) 642-2211,yadkinpath@gmail.com,https://www.yadkinpathmontessori.org/,Myra  Tannehill,35.66280084,-80.43998357
Zion Academy,100 Duncan St,Stoneville,NC,27048,"100 Duncan St Stoneville, NC 27048",3325 Settle Bridge Road,Stoneville,NC,27048,(336) 312-6552,contactzionacademy@gmail.com,NA,ASHLEA RENEE STAPLES,36.47359714,-79.90969646
Accelerator School LLC,111-100 Competition Center Drive,Morrisville,NC,27560,"111-100 Competition Center Drive Morrisville, NC 27560",111-100 Competition Center Drive,Morrisville,NC,27560,(919) 208-9379,jackie.avallone@acceleratorschool.com,www.acceleratorschool.com,Ms. Jackie  Avallone,35.8427267,-78.8195535
Caldwell Academy,2900 Horse Pen Creek Rd.,Greensboro,NC,27410,"2900 Horse Pen Creek Rd. Greensboro, NC 27410",2900 Horse Pen Creek Road,Greensboro,NC,27410,(336) 665-1161,headofschool@caldwellacademy.org,www.caldwellacademy.org,Mr. Tim  Holland,36.1285315,-79.8868884
Calvary Education Center,P.O. Box 187,Lemon Springs,NC,28355,"P.O. Box 187 Lemon Springs, NC 28355",6416 Lemon Springs Rd.,Sanford,NC,27332,(919) 774-1903,cecofficestaff@gmail.com,https://www.calvarylemonsprings.com/calvary-educat,Todd  Byrd,35.3895997,-79.1944681
Cary Christian School,1330 Old Apex Road,Cary,NC,27513,"1330 Old Apex Road Cary, NC 27513",1330 Old Apex Road,Cary,NC,27513,(919) 303-2560,rhinton@carychristianschool.org,www.carychristianschool.org,Robbie  Hinton,35.7762151,-78.8089155
Faith Christian Academy,1200 W. Grantham Street,Goldsboro,NC,27530,"1200 W. Grantham Street Goldsboro, NC 27530",1200 W. Grantham Street,Goldsboro,NC,27530,(919) 734-8701,smcneese@faithfwbc.com,www.fcagoldsboro.com,Walter  Sloan,35.4011824,-78.0167863
Freedom Christian Academy,3130 Gillespie Street,Fayetteville,NC,28306,"3130 Gillespie Street Fayetteville, NC 28306",3130 Gillespie Street,Fayetteville,NC,28306,(910) 485-7777,jdrury@fcapatriots.org,www.fcapatriots.org,Dr. James  Drury,35.017703,-78.896085
Grace Christian School,1101 Buck Jones Road,Raleigh,NC,27606,"1101 Buck Jones Road Raleigh, NC 27606",1101 Buck Jones Road,Raleigh,NC,27606,(919) 747-2020,lalicea@GRACEChristian.net,www.gracechristian.net,Eric  Bradley,35.76822535,-78.739515
Grace Montessori Academy  Incorporated,104 Commercial Boulevard,Elizabeth City,NC,27909,"104 Commercial Boulevard Elizabeth City, NC 27909",104 Commercial Blvd,Elizabeth City,NC,27909,(252) 621-1777,jen@gracemontessoriacademy.com,www.gracemontessoriacademy.com,Jennifer  Terranova,36.2957741,-76.3013501
Hickory Christian Academy,3260 6th Street Drive NW,Hickory,NC,28601,"3260 6th Street Drive NW Hickory, NC 28601",3260 6th Street Drive  NW,Hickory,NC,28601,(828) 324-5405,llewis@hickorychristian.com,www.hickorychristian.com,Mr. Tracy  Robinson,35.786588,-81.339783
Hickory Grove Christian School,7200 E. W.T. Harris Blvd,Charlotte,NC,28215,"7200 E. W.T. Harris Blvd Charlotte, NC 28215",7200 E. WT Harris Blvd,Charlotte,NC,28215,(704) 531-4008,jimmiequesinberry@hgchristian.org,www.hgchristian.org,Dr. Jimmie  Quesinberry,35.22201425,-80.72597181
Hill Learning Center,3200 Pickett Road,Durham,NC,27705,"3200 Pickett Road Durham, NC 27705",3200 Pickett Road,Durham,NC,27705,(919) 719-7543,bbrander@hillcenter.org,www.hillcenter.org,Dr. Bryan  Brander,35.9762535,-78.9710719
Hilltop Christian School,10212 Fayetteville Road,Fuquay-Varina,NC,27526,"10212 Fayetteville Road Fuquay-Varina, NC 27526",10212 Fayetteville Road,Fuquay-Varina,NC,27526,(919) 552-5612,jeffjones@hilltopchurch.com,www.hilltopchurch.com,Dr. Jeff  Jones,35.62688084,-78.720264
Hope Academy,7655 Bruton Smith Blvd.,Concord,NC,28027,"7655 Bruton Smith Blvd. Concord, NC 28027",7655 Bruton Smith Blvd.,Concord,NC,28027,(704) 999-2436,courtney@hopek12.com,www.hopek12.com,Ms. Courtney  Elliott,35.364566,-80.707521
Innovative Academy,421 Windchime Drive,Wilmington,NC,28412,"421 Windchime Drive Wilmington, NC 28412",5654 Carolina Beach Road,Wilmington,NC,28412,(910) 769-4133,innovativeacademy333@gmail.com,NA,Jean Jewell Chapman,34.16223378,-77.92747638
Legacy Christian Academy,309 Long Avenue,Roxboro,NC,27573,"309 Long Avenue Roxboro, NC 27573",309 Long Ave,Roxboro,NC,27573,(984) 260-6701,k.perkins@lcaram.org,https://legacy-christian-academy.square.site,Katherine Justine Perkins,36.39478104,-78.99035603
Littleton Academy,414 Ferguson St.,Littleton,NC,27850,"414 Ferguson St. Littleton, NC 27850",414 Ferguson Street,Littleton,NC,27850,(252) 307-6236,rmizelle@littletonacademy.org,www.littletonacademy.org,Dr. Mike  Williams,36.42618173,-77.91110255
Milestones Academy,443 Liberty Drive,Jacksonville,NC,28546,"443 Liberty Drive Jacksonville, NC 28546",443 Liberty Drive,Jacksonville,NC,28546,(910) 455-6928,elizabeth@educateonslow.com,www.educateonslow.com,Elizabeth  Elks,34.7443593,-77.3741462
Noble Academy,3310 Horse Pen Creek Rd.,Greensboro,NC,27410,"3310 Horse Pen Creek Rd. Greensboro, NC 27410",3310 Horse Pen Creek Road,Greensboro,NC,27410,(336) 282-7044,gcole@nobleknights.org,www.nobleknights.org,Ms. Gayle  Cole,36.14659355,-79.87465865
NorthPoint Christian Academy,8120 Kensington Dr.,Waxhaw,NC,28173,"8120 Kensington Dr. Waxhaw, NC 28173",NA,NA,NA,NA,(980) 296-1640,bmaslin@northpointwaxhaw.com,www.northpointwaxhaw.com,William Frederick Maslin,34.9485556,-80.7699622
Primrose School of Brassfield,3105 Brassfield Road,Greensboro,NC,27410,"3105 Brassfield Road Greensboro, NC 27410",3105 Brassfield Road,Greensboro,NC,27410,(561) 312-1813,kelli.palmer@efchildcare.com,Primrosebrassfield.com,Kelli  Palmer,36.12847206,-79.86561199
Primrose School of Chapel Hill at Briar Chapel,81 Falling Springs Drive,Chapel Hill,NC,27516,"81 Falling Springs Drive Chapel Hill, NC 27516",81 Falling Springs Dr.,Chapel Hill,NC,27516,(919) 441-0441,info@primrosechapelhill.com,www.primrosechapelhill.com,Amber  Best,35.8202134,-79.0870357
Renaissance Classical Academy,6427 Cliffdale Road,Fayetteville,NC,28314,"6427 Cliffdale Road Fayetteville, NC 28314",6427 Cliffdale Road,Fayetteville,NC,28314,(910) 221-0400,hendrickson.ray@mindspring.com,www.rccaonline.com,Mr. Ray  Hendrickson,35.0581419,-78.9941189
Rising Stars Private School,2500 Regency Parkway,Cary,NC,27518,"2500 Regency Parkway Cary, NC 27518",1101 Vandora Springs Road,Garner,NC,27529,(919) 569-5322,rsps@rsla.us,rsla.us,Tabitha  Carroll,35.7364313,-78.787609
Sacred Heart Catholic School,385 Lumen Christi Lane,Salisbury,NC,28147,"385 Lumen Christi Lane Salisbury, NC 28147",385 Lumen Christi Lane,Salisbury,NC,28147,(704) 633-2841,ebrinkley@salisburycatholicschool.org,www.salisburycatholicschool.org,Erin  Brinkley,35.7033028,-80.506481
Silver Linings Treatment Center,1892 Turnpike Rd,Raeford,NC,28376,"1892 Turnpike Rd Raeford, NC 28376",1892 Turnpike Rd,Raeford,NC,28376,(704) 477-8993,fsurgeon@surgeon-associates.com,www.ncprtf.com,Fred  Surgeon,34.990163,-79.240997
Sowing Seeds Academy,427 Vass- Carthage Road,Carthage,NC,28327,"427 Vass- Carthage Road Carthage, NC 28327",427 Vass- Carthage Road,Carthage,NC,28327,(910) 722-2042,sowingseedseducation@gmail.com,NA,Alita  Hamilton,35.33336467,-79.40557779
Spirit of Life Christian Academy,180 Overland Road,Clinton,NC,28328,"180 Overland Road Clinton, NC 28328",180 Overland Road,Clinton,NC,28328,(910) 592-9591,slca81999@gmail.com,www.thespiritoflifechurch.org,Rev. Darian H. Parker,34.9887844,-78.3532491
Springs Academy,PO Box 1,Barium Springs,NC,28010,"PO Box 1 Barium Springs, NC 28010",138 Barium Springs Rd.,Statesville,NC,28677,(828) 260-2710,sknowles@childrenshopealliance.org,childrenshopealliance.org,Ms. Stephanie  Knowles,35.7190252,-80.8981298
Stella Maris Classical Academy,305 Edgewater Way,Surf City,NC,28445,"305 Edgewater Way Surf City, NC 28445",2006 Wicker Street,Topsail Beach,NC,28460,(703) 963-7198,andrew@quietwatersrealtygroup.com,NA,Andrew  Davis,34.4491175,-77.5554956
Thales Academy - Knightdale,525 Carolinian Avenue,Knightdale,NC,27545,"525 Carolinian Avenue Knightdale, NC 27545",525 Carolinian Avenue,Knightdale,NC,27545,(919) 295-5954,wanda.evans@thalesacademy.org,www.thalesacademy.org,Ms. Wanda  Evans,35.80057,-78.4696612
Thales Academy at Flowers Plan,65 SE Flowers Parkway,Clayton,NC,27527,"65 SE Flowers Parkway Clayton, NC 27527",NA,NA,NA,NA,(984) 989-0140,caitlin.moody@thalesacademy.org,NA,Caitlin  Moody,35.6535812,-78.3389171
Thales Academy of Wake Forest,3106 Heritage Trade Drive,Wake Forest,NC,27587,"3106 Heritage Trade Drive Wake Forest, NC 27587",3106 Heritage Trade Drive,Wake Forest,NC,27587,(919) 453-6415,laurie.matthews@thalesacademy.org,www.thalesacademy.org,Laurie  Matthews,35.9513772,-78.5154581
Thales Academy Pittsboro,200 Vine Parkway,Pittsboro,NC,27312,"200 Vine Parkway Pittsboro, NC 27312",200 Vine Parkway,Pittsboro,NC,27312,(919) 726-2416,stefanie.glahn@thalesacademy.org,https://www.thalesacademy.org/,Stefanie Brooks Glahn,35.7232878,-79.1589138
The John Crosland School,5146 Parkway Plaza Blvd.,Charlotte,NC,28217,"5146 Parkway Plaza Blvd. Charlotte, NC 28217",5146 Parkway Plaza Blvd.,Charlotte,NC,28217-1964,(704) 365-5490,hrojeski@croslandcomets.org,www.johncroslandschool.org,Ms. Hallie  Rojeski,35.18044947,-80.90436479
The Point Christian Academy,300 Vandergrift Street,Salemburg,NC,28385,"300 Vandergrift Street Salemburg, NC 28385",300 Vandergrift Street,Salemburg,NC,28385,(910) 525-3603,thepointchristianacademy@gmail.com,www.thepointchristianacademy@gmail.com,Amiee  Pope,35.0207409,-78.4990828
Trinity Academy of Raleigh,10224 Baileywick Rd.,Raleigh,NC,27613,"10224 Baileywick Rd. Raleigh, NC 27613",10224 Baileywick Road,Raleigh,NC,27613,(919) 786-0114,tbridges@trinityacademy.com,www.trinityacademy.com,Mr. Timothy  Bridges,35.91204855,-78.69738601
Trinity Christian School,299 Deter Street,Rutherfordton,NC,28139,"299 Deter Street Rutherfordton, NC 28139",299 Deter St,Rutherfordton,NC,28139,(828) 286-3900,admin@trinityschoolnc.com,www.trinityschoolnc.com,David  Sanders,35.381115,-81.951696
Tutorial -1/2 Christian Schools,3026 Wake Forest Hwy,Durham,NC,27703,"3026 Wake Forest Hwy Durham, NC 27703",3026 Wake Forest Hwy,Durham,NC,27703,(919) 596-8212,rboonesr@gmail.com,NA,Mrs. Joyce T. Boone,35.9856859,-78.8411287
Academy of Hope,P.O. Box 339,Clayton,NC,27528,"408 Covered Bridge Road Clayton, NC 27520",408 Covered Bridge Road,Clayton,NC,27520,(919) 550-8181,Monica@houseofhopeofnc.org,www.houseofhopeofnc.org,Monica  Mills,35.67613576,-78.46893092
Anderson Academy,PO Box 490,Marshville,NC,28103,"1915 Hasty Road  Marshville 28103 Marshville, NC 28103",1915 Hasty Road  Marshville 28103,Marshville,NC,28103,(704) 624-4620,ahill@andersonhs.com,NA,Marie  Brickman,34.97619437,-80.34222295
Arendell Parrott Academy,P.O. Box 1297,Kinston,NC,28503,"1901 Dobbs Farm Road Kinston, NC 28504",1901 Dobbs Farm Road,Kinston,NC,28504,(252) 522-4222,redwards@parrottacademy.org,www.parrottacademy.org,Dr. David  Moody,35.314243,-77.603318
Arthur Morgan School,60 AMS Circle,Burnsville,NC,28714,"60 AMS Circle Burnsville, NC 28714",60 AMS Circle,Burnsville,NC,28714,(828) 675-4262,info@arthurmorganschool.org,www.arthurmorganschool.org,Meg  Guzulescu,35.8217608,-82.1861259
Asheville Christian Academy,P.O. Box 1089,Swannanoa,NC,28778-1089,"74 Riverwood Road Swannanoa, NC 28778-1089",74 Riverwood Road,Swannanoa,NC,28778-1089,(828) 581-2213,beth.hedrick@ashevillechristian.org,www.ashevillechristian.org,Mr. William G. Geroge,35.60413171,-82.40791756
Atlas International School,PO Box 123,Sparta,NC,28675,"4112 Garland Drive.  Raleigh 27606 Raleigh, NC 28675",4112 Garland Drive.  Raleigh 27606,Raleigh,NC,28675,(919) 623-6666,atlas1996@yahoo.com,www.atlasinternationalschool.com,Ms. Elizabeth  Howdeshell,35.782614,-78.69415745
BCH Wilderness Camp School,PO Box 277,Cameron,NC,28326,"255 Cameron Camp Road; 676 Hight Road  Aberdeen  NC Cameron, NC 28326",255 Cameron Camp Road; 676 Hight Road  Aberdeen  NC,Cameron,NC,28326,(910) 245-4034,jsullivan@bchfamily.org,www.bchfamily.org,Kay  Burriss,35.286772,-79.224376
BHI Academy LLC,PO Box 3499,Bald Head Island,NC,28461,"2B Maritime Way BHI, NC 28461",2B Maritime Way,BHI,NC,28461,(919) 296-3570,co-sheree@bhiacademy.org,www.bhiacademy.org,Sheree  Vaickus,33.8595405,-77.984899
Bradford Academy,939 South Third Street,Mebane,NC,27302,"939 South Third Street Mebane, NC 27302",939 South Third Street,Mebane,NC,27302,(919) 563-9001,office@bradfordacademy.org,www.bradfordacademy.org,Mr. Jeffrey  Johnston,36.0840616,-79.27760478
Brookstone Schools,P.O. Box 30696,Charlotte,NC,28230,"301 S. Davidson St. Charlotte Charlotte, NC 28202",301 S. Davidson St. Charlotte,Charlotte,NC,28202,(704) 392-6330,john.murray@brookstoneschools.org,www.brookstoneschools.org,John  Murray,35.22042255,-80.84028943
Canterbury Classical School,PO Box 16981,Asheville,NC,28806,"718 Haywood Road Asheville, NC 28806",718 Haywood Road,Asheville,NC,28806,(828) 515-4015,admin@canterburyclassicalschool.com,www.canterburyclassicalschool.com,Gary  Ball,35.5771006,-82.591945
Carolina Christian Academy,PO Box 958,Sanford,NC,27330,"115 N. 7th Street Sanford, NC 27330",115 N. 7th Street,Sanford,NC,27330,(919) 935-5117,slp238@yahoo.com,NA,Pastor Kenneth  Patterson,35.48491395,-79.16707736
Cathedral Oak Academy,PO Box 1578,Clemmons,NC,27012,"1840 Lewisville Clemmons Rd Clemmons, NC 27012",1840 Lewisville Clemmons Rd,Clemmons,NC,27012,(336) 705-4046,info@cathedraloakacademy.com,https://www.cathedraloakacademy.com/,Kristen  Carmitchel,36.05930455,-80.39074238
Champion Educational Center,P.O. Box 470,Beulaville,NC,28518,"318 East Main Street Beulaville, NC 28518",318 East Main Street,Beulaville,NC,28518,(910) 298-5078,neiledwardschampion@yahoo.com,NA,Mr. Neil  Edwards,34.9229075,-77.7704257
Changing Hearts Boarding Sch.,3005 Anderson Branch Road,Marshall,NC,28735,"3005 Anderson Branch Road NA, NA NA",3005 Anderson Branch Road,NA,NA,NA,(828) 273-1380,changinghearts@charter.net,www.chbsm.org,Mrs. Debbie M. West,35.813364,-82.741388
Charity Christian School,PO Box 276,Fallston,NC,28042,"113 Charity Church Rd  Lawndale Lawndale, NC 28090",113 Charity Church Rd  Lawndale,Lawndale,NC,28090,(704) 419-4574,charitychristianschool@gmail.com,www.charitychristianschool.org,Dr. Kyeth  Lindsay,35.41536817,-81.49184138
Charlotte Jewish Day School,P.O. Box 79180,Charlotte,NC,28271-7059,"5007 Providence Road  Building E Charlotte, NC 28226",5007 Providence Road  Building E,Charlotte,NC,28226,(704) 366-4558,bfoxx@cjdschool.org,www.cjdschool.org,Mrs. Mariashi  Groner,35.1477039,-80.7860296
Christ the King Christian Academy,PO Box 279,New London,NC,28127,"210 N. Ferry Rd. New London, NC 28127",210 N. Ferry Rd.,New London,NC,28127,(704) 463-7285,christkingacad@gmail.com,www.ctkca.com,Rev. John B. Kahl,35.44697383,-80.21773633
Christian Faith Center Acad.,P.O. Box 510,Creedmoor,NC,27522,"101 South Peachtree Street Creedmoor, NC 27522",101 South Peachtree Street,Creedmoor,NC,27522,(919) 528-1581,gloriam@cfcacademy.com,www.cfcacademy.org,Mrs. Gloria  Faison,36.117141,-78.6767
Clara Science Academy,P.O. Box 33204,Charlotte,NC,28233," 2812 E. Bessemer Ave. Greensboro, NC 27405",3015 E. Bessemer Ave; 2812 E. Bessemer Ave.,Greensboro,NC,27405,(800) 567-5110,omuhammad_v@yahoo.com,NA,Varsty  Muhammad,36.084445,-79.748713
Coastal Christian High School,1150 The King's Highway,Wilmington,NC,28409,"1150 The King's Highway Wilmington, NC 28409",1150 The King's Highway,Wilmington,NC,28409,(910) 395-9995,culottak@coastalchristian.net,www.coastalchristian.net,Kevin  Culotta,34.13288415,-77.88957395
Columbus Christian Academy,PO Box 448,Chadbourn,NC,28431,"4934 Peacock Road Whiteville, NC 28472",4934 Peacock Road,Whiteville,NC,28472,(910) 445-0460,office@columbuschristianacademy.com,www.columbuschristianacademy.com,Jennifer  Noble,34.380363,-78.790782
Cornerstone Treatment Facility,129 Wallace Road,Wadesboro,NC,28170,"129 Wallace Road Wadesboro, NC 28170",129 Wallace Road,Wadesboro,NC,28170,(919) 522-0315,hrumppe@ncprtf.com,www.ncprtf.com,Hillary  Rumppe,34.964473,-80.050796
Cross Pointe Christian Academy,PO Box 1046,Laurinburg,NC,28353,"200 N Wilkerson Drive Laurinburg, NC 28352",200 N Wilkerson Drive,Laurinburg,NC,28352,(910) 506-2083,mmcorner@liberty.edu,NA,Mary Meetze Corner,34.778092,-79.4739
Crossroads Christian School,P.O. Box 249,Henderson,NC,27537,"583 Old County Home Road Henderson, NC 27537",583 Old County Home Road,Henderson,NC,27537,(252) 431-1333,jcapps@ccscolts.org,www.ccscolts.org,Mr. Jonathan  Capps,36.29353215,-78.42276843
Daniel Academy,PO BOX 910,Concord,NC,28025,"310 Kerr Street NW Concord, NC 28025",310 Kerr Street NW,Concord,NC,28025,(704) 260-7662,thedanielacademy@impactci.org,www.tda-concord.com,Robert  Irvin,35.413215,-80.596843
Denver Christian Academy,PO Box 529,Denver,NC,28037,"2243 North Hwy 16 Denver, NC 28037",2243 North Hwy 16,Denver,NC,28037,(704) 483-2207,kpedicino@denverchristianacademy.com,denverchristianacademy.com,Kresta  Pedicino,35.501644,-81.000231
Dream Children School,PO Box 620395,Charlotte,NC,28262,"4000 Wiestling Street Charliotte, NC 28217",4000 Wiestling Street,Charliotte,NC,28217,(704) 506-6053,cassdrakeford@yahoo.com,www.dreamchildreninc.org,Mrs. Cassandra  Drakeford,35.191598,-80.880883
Durham Nativity School,P.O. Box 3537,Durham,NC,27702,"1004 North Mangum Street Durham, NC 27701",1004 North Mangum Street,Durham,NC,27701,(919) 597-7782,talrefae@durhamnativity.org,www.durhamnativity.org,Mr. Tiffany  Alrefae,36.00550831,-78.89403757
Dynamic Opportunities,PO Box 753,Rolesville,NC,27571,"700 Brooks Avenue Raleigh, NC 27603",700 Brooks Avenue,Raleigh,NC,27603,(919) 931-9294,office.dynamicop@gmail.com,www.dynamicop.org,Roxanne L. Huffman,35.79693798,-78.67278055
Embassy Innovation Academy,P.O. Box 44,Farmville,NC,27828,"4459 West Church Street Farmville, NC 27828",4459 West Church Street,Farmville,NC,27828,(252) 228-0003,embassyinnovationacademy@gmail.com,eianc.org,Travonte'  Ham,35.6004159,-77.5933316
Essie Academy,PO Box 400,East Spencer,NC,28039,"507 W. Innes Street Salisbury, NC 28144",507 W. Innes Street,Salisbury,NC,28144,(704) 232-5282,essiesschool@gmail.com,https://bxigntec.wixsite.com/essie-academy-mini-m/,Latisha Tawan Feamster,35.67105108,-80.4743191
Eyes of Angels Private School,P.O. Box 241246,Charlotte,NC,28224,"2600 Elmin Street Charlotte, NC 28208",2600 Elmin Street,Charlotte,NC,28208,(704) 398-0184,eyesofangels1@gmail.com,eyesofangels.org,Antwanette Sherri Jordan,35.21273,-80.903947
Faith Academy,PO Box 987,Forest City,NC,28043,"143 Old Wagy Rd.  Forest City Forest City, NC 28043",143 Old Wagy Rd.  Forest City,Forest City,NC,28043,(828) 447-2477,faithpw48@gmail.com,NA,Mr. Mark  Lattimore,35.34971284,-81.88334808
Faith Fellowship School,P.O.Box 1279,Yadkinville,NC,27055,"5212 US Highway 601 North Yadkinville, NC 27055",5212 US Highway 601 North,Yadkinville,NC,27055,(336) 467-0002,mpavlansky1@gmail.com,NA,Michelle  Pavlansky,36.163067,-80.67732355
Faith-Covenant Christian Academy,PO Box 6852,Hendersonville,NC,28793,"1 Summit  Circle Hendersonville, NC 28739",1 Summit  Circle,Hendersonville,NC,28739,(828) 290-5532,faithcovenantacademy@yahoo.com,faithcovenantchristianacademy.org,Denise  Walden,35.310557,-82.46402
Falcon Christian Academy,PO Box 39,Falcon,NC,28342,"7555 N. West St. Falcon, NC 28342",7555 N. West St.,Falcon,NC,28342,(910) 980-1136,mjohnson@fchfs.org,www.falconchildrenshome.org,Mr. Michelle  Johnson,35.195858,-78.655224
Family Worship Minist. Chr. Acad.,P.O. Box 454,TROY,NC,27371,"401 TROY-CANDOR RD. Troy, NC 27371",401 TROY-CANDOR RD.,Troy,NC,27371,(910) 576-1617,drchristyp@gmail.com,www.fwmchurch.com,Christy  Pope,35.3548725,-79.88368219
Five Points Education Training Cntr,2002-C Shackleford Road,Kinston,NC,28502,"2002-C Shackleford Road Kinston, NC 28502",2002-C Shackleford Road,Kinston,NC,28502,(252) 233-0491,smeready@novaprtf.com,www.novabehavioralhealthcare.com,Ms. Kimberly  Manning,35.312619,-77.623785
Fletcher Academy,P.O. Box 5440,Fletcher,NC,28732,"185 Fletcher Academy Drive Fletcher, NC 28732",185 Fletcher Academy Drive,Fletcher,NC,28732,(828) 209-6800,pwilhelm@fletcheracademy.org,www.fletcheracademy.org,Phil  Wilhelm,35.39442937,-82.48536898
Foothills Academy,PO Box 214,Lynn,NC,28750,"25 Shields Drive Tryon, NC 28782",25 Shields Drive,Tryon,NC,28782,(828) 674-9389,kmontgomery@foothillsaca.com,NA,Kristin Brooke Montgomery,35.23036,-82.05158
Forsyth Country Day School,P.O. Box 549,Lewisville,NC,27023,"5501 Shallowford Road Lewisville, NC 27023",5501 Shallowford Road,Lewisville,NC,27023,(336) 945-3151,andreamatney@fcds.org,www.fcds.org,Gardner  Barrier,36.10232145,-80.38921031
FUMC Weekday School,PO Box 1423,Wilson,NC,27894,"100 Green St NE Wilson, NC 27893",100 Green St NE,Wilson,NC,27893,(252) 291-4588,loriedaniel@fumcwilson.org,fumcwilson.org/weekday-school,Lorie Ellis Daniel,35.726814,-77.909824
Gaston Day School,2001 Gaston Day School Rd.  Gaston Day School,GASTONIA,NC,28056,"2001 Gaston Day School Road Gastonia, NC 28056",2001 Gaston Day School Road,Gastonia,NC,28056,(704) 864-7744,dhobson@gastonday.org,www.gastonday.org,Dr. Davidson E. Hobson,35.2027315,-81.140404
Gates Christian Academy,59 Muddy Cross Road,Hobbsville,NC,27946,"59 MUDDY CROSS RD  Gates Christian Academy Hobbsville, NC 27946",59 MUDDY CROSS RD  Gates Christian Academy,Hobbsville,NC,27946,(252) 371-1740,ydixon@gateschristianacademy.org,www.gateschristianacademy.org,Yvonne  Dixon,36.362425,-76.632115
God's Heritage Christian Academy,PO Box 65553,Fayetteville,NC,28303,"5204 Hodge St. Fayetteville, NC 28303",5204 Hodge St.,Fayetteville,NC,28303,(910) 867-5672,ghcaden135360@yahoo.com,NA,Mr. Alexander  Schmidtke,35.09743899,-78.95363477
Gospel Light Christian School,PO Box 70,Walkertown,NC,27051,"4940 Gospel Light Church Rd Winston Salem, NC 27101",4940 Gospel Light Church Rd,Winston Salem,NC,27101,(336) 722-6100,rebecca.richards@glcslions.org,www.glcslions.org,Miss Rebecca  Richards,36.1459042,-80.1471654
Grace Academy,P.O. Box 1212,Boone,NC,28607,"3505 Bamboo Rd Boone, NC 28607",3505 Bamboo Rd,Boone,NC,28607,(828) 773-7830,graceacademyboone@gmail.com,www.graceacademyboone.com,Brittnee  Sutherland,36.19938559,-81.60796759
Grace Christian Academy,P.O. Box 1099,Bryson City,NC,28713,"498 Arlington Avenue Bryson city, NC 28713",498 Arlington Avenue,Bryson city,NC,28713,(828) 488-2910,ajja@dnet.net,www.gracechristianacademy-bc.org,Rev. Al  Alemany,35.42047105,-83.4465174
Grace Christian School,PO Box 1408,Sanford,NC,27331,"2601 Jefferson Davis Highway Sanford, NC 27330",2601 Jefferson Davis Highway,Sanford,NC,27330,(919) 774-4415,stuartshumway@gracechristiansanford.com,www.gracechristiansanford.com,Stuart  Shumway,35.42647225,-79.22108651
Grace Classical School,PO Box 12034,Jacksonville,NC,28546,"903 Henderson Dr Jacksonville, NC 28540",903 Henderson Dr,Jacksonville,NC,28540,(910) 526-0718,graceclassicalschool.jax@gmail.com,graceclassicalschool.com,Cindy  James,34.77741134,-77.42694085
Grace Fellowship Academy,PO Box 122,Oriental,NC,28571,"607 Broad St. Oriental, NC 28571",607 Broad St.,Oriental,NC,28571,(252) 670-2471,bettinacowell@gmail.com,NA,Bettina Fabrizio Cowell,35.02863068,-76.69560734
Greenville Learning Center,PO Box 2612,Greenville,NC,27858,"2426 S. Charles Boulevard Greenville, NC 27858",2426 S. Charles Boulevard,Greenville,NC,27858,(252) 756-8248,dsingleton@greenvillelearningcenter.org,www.greenvillelearningcenter.org,Dawn H. Singleton,35.5815504,-77.3602422
Harrells Christian Academy,P.O. Box 88,Harrells,NC,28444,"360 Tomahawk Highway Harrells, NC 28444",360 Tomahawk Highway,Harrells,NC,28444,(910) 532-4575,awells@harrellsca.com,www.harrellsca.com,Andy  Wells,34.72768395,-78.19608745
Harvest Academy,P.O. Box 253,Browns Summit,NC,27214,"5945 N Church St Greensboro, NC 27214",5945 N Church St,Greensboro,NC,27214,(336) 405-9998,jcarter@harvest-academy.com,www.harvest-academy.com,James Lawson Carter,36.103636,-79.780971
Harvest Time Baptist Academy,P.O. Box 2891,Marion,NC,28752,"130 Franklin Dr Marion, NC 28752",130 Franklin Dr,Marion,NC,28752,(828) 284-4847,harvesttimebaptist@yahoo.com,NA,Trent Lee Mckeehan,35.672831,-82.0226543
Haywood Christian Academy,P.O. Box 609,Lake Junaluska,NC,28745,"77 Sutton Loop Waynesville, NC 28786",77 Sutton Loop,Waynesville,NC,28786,(828) 627-0229,kherbert@haywoodchristianacademy.org,www.haywoodchristianacademy.org,Ms. Kelli  Herbert,35.52493,-82.992273
